id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,room_type
6369,"Rooftop terrace room with ensuite bathroom, Airc.",13660,Simon,Chamartín,Hispanoamérica,40,-3,70,1,65,04/09/2019,0.56,1,53,Private room
21853,Bright and airy room,83531,Abdel,Latina,Cármenes,40,-3,17,4,33,15/07/2018,0.55,2,48,Private room
24805,Gran Via Studio Madrid,101471,Iraido,Centro,Universidad,40,-3,80,5,2,03/07/2017,0.03,1,354,Entire home/apt
24836,"Select the Madrid more ""cool"".",101653,Tenty,Centro,Justicia,40,-3,115,3,64,07/07/2019,0.63,1,301,Entire home/apt
26825,Single Room whith private Bathroom,114340,Agustina,Arganzuela,Legazpi,40,-3,25,2,136,10/07/2019,1.19,1,337,Private room
30320,Great Vacational Apartments,130907,Dana,Centro,Sol,40,-3,65,5,168,09/07/2019,1.5,3,322,Entire home/apt
30959,Beautiful loft in Madrid Center,132883,Angela,Centro,Embajadores,40,-3,54,3,8,30/05/2017,0.15,1,0,Entire home/apt
40916,Holiday Apartment Madrid Center,130907,Dana,Centro,Universidad,40,-3,90,3,38,07/07/2019,0.35,3,337,Entire home/apt
59923,Habitación para féminas en el centro de Madrid,288380,Patricia,Centro,Palacio,40,-3,40,1,14,09/12/2018,0.14,1,363,Private room
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,Justicia,40,-3,45,1,57,29/07/2019,3.43,2,352,Private room
70059,"PLAZA ESPAÑA/Wifi/ downtown /parking. Cozy, Bright",353616,Diana,Centro,Universidad,40,-3,65,5,85,16/09/2019,0.81,2,291,Entire home/apt
70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,Raquel,Centro,Universidad,40,-3,70,28,18,19/05/2019,0.18,5,343,Entire home/apt
70315,Superbly located 2 bedrooms 2 balconies,353738,Raquel,Centro,Palacio,40,-3,75,28,3,01/06/2016,0.04,5,323,Entire home/apt
70316,Superbly located Monthly rental Bills Incl.,353738,Raquel,Centro,Palacio,40,-3,75,28,6,02/01/2019,0.12,5,261,Entire home/apt
72150,Sunny attic duplex flat with terrace next to Sol,364585,Vin,Centro,Embajadores,40,-3,110,2,95,09/09/2019,0.91,5,166,Entire home/apt
72955,Madrid Apartment Prado Museum,378073,Alvaro,Centro,Cortes,40,-3,85,3,14,24/06/2019,0.23,9,344,Entire home/apt
74352,Cozy apartment in the coolest  neighbourhood,391014,Juan,Centro,Embajadores,40,-3,80,8,5,04/08/2019,0.19,1,77,Entire home/apt
75609,Estudio Museo Dino,401552,Mercedes,Centro,Embajadores,40,-3,63,3,53,27/07/2019,0.59,1,189,Entire home/apt
76617,Plaza Comendadoras Lux,368907,Miguel,Centro,Universidad,40,-3,102,3,33,23/06/2019,0.34,2,102,Entire home/apt
82481,"Retiro Park, Stay at cosy studio ",448981,Mercedes,Salamanca,Recoletos,40,-3,60,3,108,29/11/2017,1.06,1,0,Entire home/apt
84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,Embajadores,40,-3,60,3,178,16/06/2019,1.75,1,0,Entire home/apt
86042,Cozy attic flat with intimate rooftop terrace,364585,Vin,Centro,Embajadores,40,-3,100,2,140,13/07/2019,1.39,5,165,Entire home/apt
89954,Amazing apt in the historic center,487095,Alicia Y Carlos,Centro,Palacio,40,-3,110,2,195,15/09/2019,1.95,1,292,Entire home/apt
92920,Bedroom in Chueca Madrid,495849,Raul,Centro,Justicia,40,-3,50,2,86,09/06/2019,0.85,1,346,Private room
93100,*** MALASAÑA B&B ***,499977,Charo,Centro,Universidad,40,-3,32,1,594,14/09/2019,5.83,3,321,Private room
96072, Room for rent in Madrid,510570,Laura / Ismael,Tetuán,Cuatro Caminos,40,-3,25,3,178,12/08/2019,1.99,1,261,Private room
100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,Valverde,40,-3,60,2,3,24/06/2016,0.07,1,0,Entire home/apt
101507,NICE FLAT IN THE CENTER OF MADRID,5795235,Elise,Centro,Embajadores,40,-3,65,3,57,15/07/2019,0.79,4,323,Entire home/apt
102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,Pueblo Nuevo,40,-3,20,3,0,01/01/2019,0,1,47,Private room
102091,Family Apartment Two Bedrooms& Two Bathroom,534128,Laura,Chamberí,Trafalgar,40,-3,194,3,8,04/07/2017,0.08,12,321,Entire home/apt
102194,CHIC APARTMENT CHUECA WiFi & AC,534515,Guillermo,Centro,Justicia,40,-3,95,2,17,10/04/2019,0.17,1,272,Entire home/apt
103541,CENTRAL AND COMFORT APTO. W/PARKING,361930,Maria,Chamberí,Almagro,40,-3,75,2,167,14/09/2019,1.67,4,0,Entire home/apt
109369,RENT ROOM FOR DAYS/ALQUILER HABITACION LUMINOSA,564773,Eva,Fuencarral - El Pardo,Pilar,40,-3,40,1,8,13/06/2019,0.7,1,339,Private room
112650,Madrid center 2 rooms 4 people,574498,Fernando,Centro,Universidad,40,-3,75,4,39,04/06/2019,0.71,1,110,Entire home/apt
114854,NICE CENTRAL TOURISM-BUSINESS APTO,361930,Maria,Chamberí,Rios Rosas,40,-3,75,2,103,24/08/2019,1.06,4,287,Entire home/apt
117919,"Huge, perfect location, AC...!!",557423,Yacob,Centro,Embajadores,40,-3,57,3,431,05/08/2019,4.26,1,0,Entire home/apt
119389,Madrid Apartment Latina,378073,Alvaro,Centro,Palacio,40,-3,85,3,71,24/07/2019,0.74,9,322,Entire home/apt
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,Palacio,40,-3,35,1,183,16/09/2019,1.86,6,356,Private room
120762,SHINY ROOM in DOWNTOWN / MALASAÑA!!,606925,Noelia,Centro,Universidad,40,-3,29,1,218,08/08/2019,2.15,3,230,Private room
123864,LOVELY STUDIO IN OLD TOWN-A/C-WIFI,605612,Ulises,Centro,Embajadores,40,-3,67,1,509,15/07/2019,5.09,6,143,Entire home/apt
127819,140 m2 Architect flat center Madrid,632589,Janasor,Centro,Cortes,40,-3,200,2,69,12/09/2019,0.81,1,225,Entire home/apt
132428,Habitacion en Anton Martin,650803,Jose Luis,Centro,Embajadores,40,-3,26,3,81,14/09/2019,2.9,1,351,Private room
136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,Los Angeles,40,-3,21,1,72,16/12/2018,0.72,1,170,Private room
150123,LOFT ELOISA,723539,Eloisa,Centro,Embajadores,40,-3,80,2,22,14/07/2019,0.54,9,61,Entire home/apt
153798,Apartamento a 20 min del aeropuerto! Y del centro.,739627,Isabel,Hortaleza,Pinar del Rey,40,-3,40,1,4,09/09/2019,1.17,1,338,Private room
154224,NICE FLAT SANTA ANA.45m2 WIFI (A),740087,Jesus&Sonia,Centro,Cortes,40,-3,69,3,82,29/07/2019,0.98,8,133,Entire home/apt
163429,Centrical loft in Madrid (Chamberi),780107,Sonia,Chamberí,Arapiles,40,-3,65,90,8,17/03/2019,0.08,1,270,Entire home/apt
167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,Piovera,40,-3,45,1,17,15/09/2019,0.19,2,356,Private room
169719,IN THE HEART OF MADRID WITH BALCONY,805726,Patricia,Centro,Cortes,40,-3,25,2,63,09/06/2019,0.64,5,231,Private room
170750,2-bedroom attic & rooftop terrace,814490,Rafael,Centro,Universidad,40,-3,90,25,190,09/12/2018,1.98,3,248,Entire home/apt
171144,Penthouse in PALACIO with 2 ROOMS,816497,Isabel,Centro,Palacio,40,-3,150,3,4,30/12/2011,0.04,2,337,Entire home/apt
176826,Habitacion 6,845399,Daniel,Centro,Universidad,40,-3,60,1,41,30/03/2019,0.47,10,168,Private room
176827,Habitacion 2,845399,Daniel,Centro,Universidad,40,-3,60,1,193,02/08/2019,2.08,10,166,Private room
177500,Fuencarral studio A,596469,Gabriel Avalos,Centro,Universidad,40,-3,80,5,24,28/06/2019,0.27,30,355,Hotel room
177523,Fuencarral Studio A1,596469,Gabriel Avalos,Centro,Universidad,40,-3,80,5,11,06/07/2019,0.11,30,358,Hotel room
177850,Small room in  center of madrid in Malasaña,850654,Laila,Centro,Universidad,40,-3,19,2,93,10/12/2017,0.99,4,348,Private room
183309,CENTRAL REFURBISHED XIX CENTURY FLAT,877571,Lidia,Centro,Justicia,40,-3,90,1,6,29/08/2017,0.08,5,0,Entire home/apt
183346,ROOM IN CENTRAL REFURBISH FLAT,877571,Lidia,Centro,Justicia,40,-3,30,1,12,29/05/2016,0.17,5,0,Private room
183353,ROOM IN CENTRAL GENUINE CHARMINFLAT,877571,Lidia,Centro,Justicia,40,-3,30,1,40,24/09/2016,0.43,5,0,Private room
183435,CENTRAL REFURBISHED GENUINE XIXFLAT,877571,Lidia,Centro,Justicia,40,-3,89,1,0,01/01/2019,0,5,0,Entire home/apt
191661,PLAZA MAYOR LOFT the genuine Madrid,927343,Jose,Centro,Sol,40,-3,70,3,210,02/09/2019,2.16,3,275,Entire home/apt
196197,Views of San Andres Baroque from a Central Madrid Apartment,852616,Meyling,Centro,Palacio,40,-3,77,3,253,15/09/2019,2.58,2,81,Entire home/apt
199016,Room in central top floor with 2 terraces,967721,Santi,Centro,Universidad,40,-3,25,1,24,22/08/2019,0.46,2,271,Private room
199201,"Converted theatre, historic centre",749212,Henrietta,Centro,Embajadores,40,-3,75,3,141,17/06/2019,1.44,1,305,Private room
200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,Castellana,40,-3,140,7,0,01/01/2019,0,1,119,Entire home/apt
201033,Shiny Room in Malasaña II/Center,606925,Noelia,Centro,Universidad,40,-3,40,1,43,02/06/2019,0.44,3,324,Private room
204570,Lovely 110m2 home - BEST LOCATION !,1004721,Alex,Centro,Cortes,40,-3,140,7,97,30/06/2019,1,1,288,Entire home/apt
205199,Tafari Gran Via,1008659,Nuria,Centro,Universidad,40,-3,85,3,265,25/08/2019,2.71,2,289,Entire home/apt
207275,Bedroom with views,124972,Luisa,Moncloa - Aravaca,Argüelles,40,-3,50,10,6,07/02/2019,0.07,4,350,Private room
209373,Attic in the Heart of Madrid-WIFI ,1031664,José,Centro,Embajadores,40,-3,30,25,33,20/07/2019,0.35,1,181,Private room
209780,The Mad B&B - Cool 3BD with Wifi & AC,669927,Diana,Carabanchel,Puerta Bonita,40,-3,95,2,175,09/09/2019,1.81,1,184,Entire home/apt
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,Canillas,40,-3,55,2,100,16/09/2019,1.04,1,310,Private room
214000,Emblematic Plaza CHUECA. Quiet. Spacious. Design,927343,Jose,Centro,Justicia,40,-3,95,4,151,25/08/2019,1.57,3,287,Entire home/apt
217674,PENTHOUSE PLAZA MAYOR ROOFTOP TERRACE,1732442,Anouk,Centro,Sol,40,-3,145,3,195,27/08/2019,2.04,9,339,Entire home/apt
219303,*** Malasaña B&B exterior***,499977,Charo,Centro,Universidad,40,-3,29,1,166,14/09/2019,1.72,3,329,Private room
224571,"RIGHT WHERE YOU  WANT TO BE+PC,WIFI",1168897,Carol,Centro,Embajadores,40,-3,75,365,8,12/09/2013,0.09,1,365,Entire home/apt
225462,Bright silent room in the center,1174648,Rebeca,Centro,Cortes,40,-3,30,2,141,14/07/2019,1.5,1,259,Private room
225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,Arapiles,40,-3,25,4,57,19/07/2019,0.68,3,264,Private room
229664,Beautiful cozy loft madrid center,1130651,Sergio,Centro,Embajadores,40,-3,55,2,462,28/08/2019,4.78,2,335,Entire home/apt
231861,COMFORTABLE ROOM IN A GREAT AREA!!!,1212528,Silvia,Chamberí,Trafalgar,40,-3,30,1,0,01/01/2019,0,1,88,Private room
240128,CHEAP  ROOM ONLY GIRLS OR COUPLES,630482,Raquel,Carabanchel,San Isidro,40,-3,25,5,77,09/08/2019,0.8,2,230,Private room
256004,CASA ARCO CUCHILLEROS-BOTIN,1732442,Anouk,Centro,Sol,40,-3,80,2,135,11/08/2019,1.48,9,332,Entire home/apt
256842,For Family 5p 20 min Puerta del Sol,1351231,Nieves,Latina,Aluche,40,-3,98,6,47,08/06/2019,0.5,1,90,Entire home/apt
259249,2-bedroom flat right in the center.,814490,Rafael,Centro,Universidad,40,-3,50,15,86,04/01/2017,0.98,3,327,Entire home/apt
260656,Quiet duplex apartment in Lavapiés,1367452,Javier,Centro,Embajadores,40,-3,83,5,35,14/06/2019,0.38,1,292,Entire home/apt
260951,"Spectacular Loft ""A"" Ifema  Madrid",1351865,Angela Y Jaime,Hortaleza,Valdefuentes,40,-3,145,2,120,08/09/2019,1.33,4,326,Entire home/apt
261878,GREAT STUDIO! BEST REVIEWS! CENTRAL,1373873,Al,Centro,Universidad,40,-3,74,1,445,18/09/2019,4.66,1,58,Entire home/apt
261959,"ROOM WITH TV, PHONO,WIFI MADRID",1374415,Icar M.,Tetuán,Berruguete,40,-3,28,1,31,30/07/2019,0.32,1,80,Private room
263748,"LOFT ""C"" modern design loft IFEMA",1351865,Angela Y Jaime,Hortaleza,Valdefuentes,40,-3,66,2,96,14/07/2019,1.1,4,332,Entire home/apt
264054,"SINGULAR BUILDING, 5 FLOORS  250m2",1370007,Alvaro,Centro,Universidad,40,-3,480,2,16,19/05/2019,0.17,1,342,Entire home/apt
268275,Madrid center with balconies,1406073,Jose Antonio,Centro,Embajadores,40,-3,75,2,58,08/04/2019,0.62,1,312,Entire home/apt
280733,Gran Via apartment I,596469,Gabriel Avalos,Centro,Universidad,40,-3,90,5,28,01/07/2019,0.37,30,330,Hotel room
281224,UNIQUE in Opera Royal Palace!!!,1466005,Pe,Centro,Palacio,40,-3,72,2,84,15/09/2019,2.3,1,341,Entire home/apt
282195,Winter Offer 40m2 Wifi. Centre O,740087,Jesus&Sonia,Centro,Cortes,40,-3,59,3,35,16/09/2019,0.45,8,136,Entire home/apt
282196,"COZY FLAT, SANTA ANA,40m2,WIFI (I)",740087,Jesus&Sonia,Centro,Cortes,40,-3,59,3,62,28/07/2019,0.68,8,121,Entire home/apt
282715,"Cozy and Luxury penthouse, Madrid",1473247,Marta,Salamanca,Recoletos,40,-3,169,2,94,13/07/2019,1.05,1,331,Entire home/apt
283862,"CENTER
HISTORICAL, SOL, DUPLEX",1478367,Amalia,Centro,Sol,40,-3,85,1,26,08/08/2019,0.52,1,87,Entire home/apt
287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,Universidad,40,-3,30,1,11,08/11/2014,0.12,2,0,Private room
289555,Casa Museo del Prado-Private room.,901218,Myrko,Centro,Cortes,40,-3,58,3,167,28/08/2019,2.27,25,0,Private room
290420,"BARIO LA LATINA, HABITACIONES",805726,Patricia,Latina,Puerta del Angel,40,-3,20,2,33,21/04/2019,0.36,5,322,Private room
294520,rented room in the center of madrid,1522694,Isdel Pablo,Centro,Justicia,40,-3,60,2,16,07/07/2019,0.29,4,342,Private room
294529,Centro de Madrid. Room 3,1522694,Isdel Pablo,Centro,Justicia,40,-3,43,4,51,13/06/2019,0.55,4,356,Private room
296191,Room Callao Madrid center,845399,Daniel,Centro,Universidad,40,-3,60,1,10,14/12/2012,0.11,10,169,Private room
297017,Charming Prado Luxury,4677030,Jaime,Centro,Cortes,40,-3,110,3,38,28/06/2019,0.85,13,74,Entire home/apt
310333,"Central, cute & Art Apartment",1596220,Paloma,Centro,Embajadores,40,-3,80,3,90,25/08/2019,1.05,1,318,Entire home/apt
310678,Precioso apartamento en Gran Via,1598163,Soledad,Centro,Universidad,40,-3,68,3,298,18/09/2019,3.2,1,31,Entire home/apt
315682,QUIET and SPACIOUS .  Heart of Malasaña.Madrid.,1095831,Rosalind  & Tino,Centro,Universidad,40,-3,155,3,194,07/07/2019,2.13,4,330,Entire home/apt
318826,Wonderful apartment. JUST REMODELED,1636378,Francisco Tomas,Latina,Aluche,40,-3,90,6,13,15/04/2019,0.14,1,297,Entire home/apt
322548,Terrace La Latina,1650712,Ximena,Centro,Embajadores,40,-3,116,2,28,03/03/2019,0.41,26,318,Entire home/apt
333974,Winter froml 34€per.Centric.Wifi E,740087,Jesus&Sonia,Centro,Cortes,40,-3,59,3,55,02/09/2019,0.64,8,125,Entire home/apt
334281,Heart of Madrid - 2 bedroom flat,1702905,Sió,Centro,Embajadores,40,-3,75,3,221,11/09/2019,2.54,1,320,Entire home/apt
336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,Delicias,40,-3,115,2,42,08/09/2019,1.94,5,55,Entire home/apt
336834,2 bedroom apartament in Chueca-Fuen,1713427,Helena,Centro,Justicia,40,-3,63,5,42,09/07/2019,0.46,1,229,Entire home/apt
336869,Direct to Plaza Mayor!,1713524,Oliver,Centro,Sol,40,-3,100,2,105,09/10/2018,1.17,2,0,Private room
337209,DISCOVER MADRID CENTRAL AREA WIFI,1714541,Ignacio,Retiro,Pacífico,40,-3,24,2,164,18/08/2019,1.91,9,116,Private room
337292,Principe de Vergara. Homey Room,1714866,Francisco,Chamartín,Ciudad Jardín,40,-3,35,2,7,18/04/2017,0.08,1,0,Private room
339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,Universidad,40,-3,63,15,124,31/08/2019,1.37,2,221,Entire home/apt
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,Cortes,40,-3,82,3,146,18/06/2019,1.62,2,191,Entire home/apt
339751,Madrid Centro 1to6 people Metro Bus wifi.TWO ROOMS,1721232,Juan Manuel,Latina,Puerta del Angel,40,-3,22,2,103,16/09/2019,2.39,1,161,Private room
341939,Self-catering Apartment in Madrid,1694537,Miguel Angel & Iaia,Centro,Embajadores,40,-3,55,3,164,30/08/2019,1.79,1,178,Entire home/apt
342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,Embajadores,40,-3,79,3,31,27/05/2019,0.35,2,270,Entire home/apt
342557,Berlin's Park at your window. Parking included.,1738288,Jose Angel,Chamartín,Ciudad Jardín,40,-3,75,2,52,03/06/2019,0.72,1,361,Private room
342670,beautiful apartament & cozy terrace,1738846,Carlos,Arganzuela,Palos de Moguer,40,-3,65,3,30,15/08/2019,0.36,1,137,Entire home/apt
342952,Special price 29€ per.Center.Wifi U,740087,Jesus&Sonia,Centro,Cortes,40,-3,59,3,99,08/09/2019,1.11,8,134,Entire home/apt
345195,DUPLO Heart of Madrid/Malasaña,1095831,Rosalind  & Tino,Centro,Universidad,40,-3,81,3,4,11/04/2019,0.05,4,333,Entire home/apt
345230,GOYA (Website hidden by Airbnb) of Madrid,1095831,Rosalind  & Tino,Centro,Universidad,40,-3,70,3,4,11/04/2019,0.07,4,333,Private room
345233,MIRO (Website hidden by Airbnb) of Madrid,1095831,Rosalind  & Tino,Centro,Universidad,40,-3,70,3,4,15/12/2018,0.06,4,333,Private room
345249,CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT,1751133,The Punset Family,Tetuán,Almenara,40,-3,130,2,27,19/10/2018,0.34,2,311,Entire home/apt
347510,Classy Central Family Alcalá Deluxe,1751133,The Punset Family,Salamanca,Guindalera,40,-3,135,2,42,07/09/2019,0.47,2,295,Entire home/apt
353713,PRIVATE ROOM. HEART OF MADRID.,1791341,Rosario,Centro,Palacio,40,-3,52,4,305,01/09/2019,5,2,212,Private room
353746,CENTRIC APT. MALSAÑA & CHUECA,1791341,Rosario,Centro,Universidad,40,-3,77,15,128,21/07/2019,2.61,2,251,Entire home/apt
354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,Universidad,40,-3,70,20,38,03/07/2018,0.42,2,0,Entire home/apt
361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,Niño Jesús,40,-3,100,2,149,04/09/2019,1.64,3,29,Entire home/apt
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,Sol,40,-3,49,2,364,15/09/2019,4.02,1,317,Private room
370815,Beautiful light attic! very central,1868359,Anna,Centro,Embajadores,40,-3,70,2,156,19/03/2019,1.72,1,109,Entire home/apt
374465,ROOM  IN MADRID CENTRAL AREA,1714541,Ignacio,Retiro,Pacífico,40,-3,22,2,55,24/07/2019,0.62,9,127,Private room
375472,Host family in the center of Madrid,1888816,Margarita Y María,Arganzuela,Acacias,40,-3,24,6,137,13/08/2019,1.59,4,227,Private room
376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,Embajadores,40,-3,50,3,17,23/08/2019,0.24,3,211,Entire home/apt
377151,private house in elegant neiborhood,1895571,Lola,Salamanca,Fuente del Berro,40,-3,30,2,30,05/08/2019,0.42,2,0,Private room
378899,Your home in Madrid!,1902834,Enric,Arganzuela,Palos de Moguer,40,-3,70,5,28,15/07/2018,0.31,1,140,Entire home/apt
396532,"Apart. 25mts from Gran Via,exterior",1981346,Daniel,Centro,Universidad,40,-3,105,2,114,02/06/2019,1.27,1,234,Entire home/apt
397778,PUERTA DEL SOL VI - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40,-3,77,3,30,13/04/2019,0.39,56,318,Entire home/apt
399140,ATOCHA II - MADRID CITY CENTRE,1408525,Mad4Rent,Arganzuela,Palos de Moguer,40,-3,66,3,32,13/08/2019,0.39,56,274,Entire home/apt
400139,"Nice double room, near every where",1893660,Felipe,Retiro,Estrella,40,-3,24,7,137,29/05/2019,1.55,1,114,Private room
402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40,-3,82,3,127,17/09/2019,1.6,56,300,Entire home/apt
404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Universidad,40,-3,88,3,39,29/06/2019,0.7,56,341,Entire home/apt
405786,PLAZA DE LA CEBADA  -  SPACIOUS,1408525,Mad4Rent,Centro,Palacio,40,-3,85,5,11,24/06/2019,0.17,56,0,Entire home/apt
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Goya,40,-3,24,3,114,09/08/2019,1.26,1,237,Private room
406697,Lovely & Cozy Apartment Center,1973909,Jose Y Ana,Centro,Cortes,40,-3,56,2,383,23/03/2019,4.23,1,0,Entire home/apt
410699,80m2 spacious bright loft apartment,2044655,Sylvia,Centro,Sol,40,-3,155,3,139,15/09/2019,1.54,6,160,Entire home/apt
413240,An oasis in the city of Madrid,2056009,Irma,Chamartín,Hispanoamérica,40,-3,48,2,96,10/09/2019,1.07,1,345,Private room
414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,Mad4Rent,Centro,Palacio,40,-3,66,3,27,10/09/2019,0.32,56,328,Entire home/apt
415967, LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40,-3,75,2,153,27/05/2019,1.69,1,0,Entire home/apt
420039,Bonito estudio en pleno centro,9934732,Fernando Javier,Centro,Universidad,40,-3,38,1,582,28/08/2019,6.55,5,270,Entire home/apt
423655,Tribunal Apartment,1719263,Leticia,Centro,Justicia,40,-3,100,5,2,06/09/2014,0.02,2,240,Entire home/apt
424008,Nice private room in Madrid center,2107994,Giuseppe,Centro,Justicia,40,-3,43,3,13,02/05/2017,0.15,1,361,Private room
424816,Habitación privada en apartamento..,2111994,Carolina,Tetuán,Cuatro Caminos,40,-3,40,7,4,31/05/2017,0.06,2,323,Private room
427488,100 M CASA PRECIOSA CENTRO MADRID,2124765,Sara,Chamberí,Trafalgar,40,-3,200,1,4,21/07/2014,0.05,1,287,Entire home/apt
429306,2 Bedroom Apartment - Center Madrid - ST,2134007,Lola,Centro,Universidad,40,-3,120,3,173,11/09/2019,1.96,1,274,Entire home/apt
429942,Flat for 4/6 in central Madrid!,1450430,Fanny,Tetuán,Bellas Vistas,40,-3,80,5,23,29/12/2018,0.26,1,323,Entire home/apt
431806,CHARMING SUITE IN MADRID'S LEDGE,2146727,Carlos,Moncloa - Aravaca,Casa de Campo,40,-3,35,55,100,25/08/2019,1.12,3,274,Private room
434874,GRAN VIA - Vl - MODERNIST & CENTRIC,1408525,Mad4Rent,Centro,Universidad,40,-3,90,3,23,13/09/2019,0.3,56,319,Entire home/apt
435010,Cute penthouse room in Madrid!!!,2160658,Ana,Centro,Palacio,40,-3,25,2,190,01/09/2019,2.15,1,322,Private room
437670,"LA LATINA, MAGNÍFICAS HABITACIONES",805726,Patricia,Latina,Puerta del Angel,40,-3,25,6,8,31/10/2018,0.1,5,322,Private room
439699,Madrid center - right in Malasaña!,2184051,Emilio,Centro,Universidad,40,-3,70,1,501,13/09/2019,5.57,4,282,Entire home/apt
440596,Quiet Central Apartment with WiFi,1280726,Mallory,Chamberí,Trafalgar,40,-3,30,3,7,23/09/2012,0.08,1,0,Entire home/apt
442986,madrid center chueca house wiffi,2201302,Cesar,Centro,Justicia,40,-3,85,2,14,07/07/2019,0.16,1,219,Entire home/apt
449218,"Central, fully equipped, best price",2230279,Marina,Chamberí,Trafalgar,40,-3,48,3,264,04/08/2019,2.96,1,161,Entire home/apt
449494,"central, cheap, basic apartment",814490,Rafael,Centro,Universidad,40,-3,55,4,87,13/05/2018,0.97,3,0,Entire home/apt
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40,-3,30,2,4,23/06/2019,0.15,1,79,Private room
459303,GRAN VIA - l - CENTRAL & BRIGHT,1408525,Mad4Rent,Centro,Universidad,40,-3,81,3,14,23/06/2019,0.24,56,315,Entire home/apt
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40,-3,82,3,28,02/09/2019,0.46,56,323,Entire home/apt
462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,Embajadores,40,-3,112,2,53,14/07/2019,0.6,1,198,Entire home/apt
463246,Lovely Apartment Madrid Center,2302267,Carmen,Centro,Palacio,40,-3,75,3,11,02/07/2019,0.23,1,254,Entire home/apt
464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT.",2307294,Lua & Carlos,Centro,Universidad,40,-3,85,3,60,24/04/2018,0.67,1,261,Entire home/apt
467552,DESIGN PENTHOUSE ALONSO MARTINEZ!,2320165,Fernando,Chamberí,Almagro,40,-3,90,2,27,31/12/2018,0.31,1,150,Entire home/apt
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Justicia,40,-3,59,4,243,28/08/2019,2.73,1,312,Entire home/apt
469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Sol,40,-3,75,3,45,13/09/2019,0.73,56,328,Entire home/apt
470132,❤Quiet. Comfort. Superior apartment 1BR*Superhost*,2332600,Rodrigo,Centro,Embajadores,40,-3,83,2,38,28/10/2018,0.43,1,218,Entire home/apt
471198,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,Universidad,40,-3,81,3,34,30/08/2019,0.57,56,337,Entire home/apt
471238,PUERTA DEL SOL - V - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40,-3,82,4,19,07/07/2019,0.22,56,300,Entire home/apt
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40,-3,82,3,130,30/06/2019,1.54,56,312,Entire home/apt
477652,REINA SOFIA - ll - WITH  TERRACE ,1408525,Mad4Rent,Centro,Embajadores,40,-3,83,3,15,19/05/2019,0.2,56,28,Entire home/apt
477656,Eine Terrasse und der Himmel Madrids,2367126,Carmen,Centro,Palacio,40,-3,50,3,18,02/01/2019,0.21,1,217,Private room
479618,Beautiful Apartments GranVía Madrid,2376101,Apartamentos CalleCultura,Centro,Universidad,40,-3,85,4,7,07/12/2015,0.08,3,318,Entire home/apt
479718,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jesús,San Blas - Canillejas,Rosas,40,-3,350,3,14,02/01/2017,0.16,1,88,Entire home/apt
