price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,room_type
102,1,5,0.34,1,308,Entire home/apt
150,2,3,0.17,6,110,Entire home/apt
40,1,10,0.85,18,45,Entire home/apt
150,2,1,0.05,1,0,Entire home/apt
70,2,115,5,27,176,Entire home/apt
269,3,17,0.74,17,290,Entire home/apt
70,2,29,1.25,2,0,Entire home/apt
75,5,52,2.33,2,58,Entire home/apt
207,30,0,0,83,261,Entire home/apt
173,2,60,2.59,1,129,Entire home/apt
150,2,73,3.3,1,231,Entire home/apt
85,1,1,0.05,2,180,Private room
150,2,66,2.89,1,222,Entire home/apt
100,6,1,0.04,25,11,Private room
45,2,4,0.18,1,0,Private room
27,1,7,0.3,1,81,Private room
60,2,5,0.22,1,0,Private room
115,3,4,0.19,6,357,Entire home/apt
149,1,0,0,1,0,Entire home/apt
25,1,26,1.13,2,0,Private room
61,3,15,0.66,1,0,Private room
133,1,18,0.8,47,245,Entire home/apt
30,1,12,0.52,1,0,Private room
40,1,2,0.09,1,78,Private room
26,1,6,0.26,1,0,Private room
60,2,49,2.16,3,45,Entire home/apt
50,1,0,0,1,0,Private room
55,2,53,2.37,3,16,Entire home/apt
18,1,96,4.13,8,4,Private room
32,1,77,3.33,25,339,Private room
29,1,96,4.18,25,327,Private room
100,2,86,3.81,1,114,Entire home/apt
45,1,83,4.18,1,51,Private room
54,3,106,4.61,3,62,Entire home/apt
95,1,56,2.44,1,164,Entire home/apt
80,3,61,2.65,1,66,Entire home/apt
101,3,19,0.84,2,331,Private room
78,3,12,0.57,4,272,Entire home/apt
60,3,6,0.38,1,0,Entire home/apt
130,2,95,4.25,1,148,Entire home/apt
31,1,315,13.78,3,307,Private room
45,1,2,0.09,1,0,Private room
90,365,8,0.35,2,0,Entire home/apt
35,1,32,1.43,1,0,Private room
74,20,11,0.6,1,147,Entire home/apt
170,3,18,0.78,17,255,Entire home/apt
81,2,166,7.48,2,28,Entire home/apt
64,2,90,3.96,1,33,Entire home/apt
260,30,0,0,83,254,Entire home/apt
5000,2,0,0,110,86,Entire home/apt
35,4,12,0.55,3,0,Private room
48,15,10,0.44,1,0,Entire home/apt
70,2,196,8.56,5,200,Entire home/apt
19,5,17,0.74,5,272,Private room
31,2,9,0.48,1,0,Private room
30,28,1,0.1,31,364,Private room
78,1,2,0.09,1,0,Entire home/apt
41,28,2,0.12,31,270,Private room
61,2,26,1.14,34,258,Entire home/apt
73,2,101,4.38,9,45,Entire home/apt
100,3,39,1.69,3,238,Entire home/apt
49,1,72,3.97,1,152,Entire home/apt
220,60,0,0,7,0,Entire home/apt
135,2,18,0.83,1,210,Entire home/apt
49,1,163,7.18,1,59,Private room
28,4,2,0.09,3,0,Private room
80,3,63,2.86,1,91,Entire home/apt
65,3,51,2.78,3,106,Entire home/apt
59,2,21,0.92,1,97,Entire home/apt
65,1,173,7.64,3,186,Entire home/apt
18,1,84,3.64,8,4,Private room
30,60,27,1.18,3,178,Private room
55,1,181,7.93,3,218,Entire home/apt
96,3,9,0.63,1,359,Private room
50,2,27,1.59,2,83,Private room
32,1,9,0.42,1,0,Private room
15,1,9,0.39,19,348,Shared room
290,2,44,2.03,6,212,Entire home/apt
70,2,100,4.38,56,185,Entire home/apt
105,2,112,4.91,56,189,Entire home/apt
15,1,5,0.34,19,355,Shared room
15,1,2,0.16,19,355,Shared room
54,2,60,2.77,11,135,Entire home/apt
23,1,3,0.14,3,22,Private room
75,2,46,2.06,1,267,Entire home/apt
300,100,3,0.14,1,90,Private room
60,3,47,2.1,1,53,Entire home/apt
70,1,72,3.19,1,324,Entire home/apt
65,2,84,3.68,1,326,Entire home/apt
24,1,55,2.39,1,34,Private room
70,1,12,0.65,231,330,Entire home/apt
60,1,3,0.18,231,302,Entire home/apt
60,1,1,0.1,231,268,Entire home/apt
50,1,3,0.15,231,259,Entire home/apt
60,1,12,0.61,231,265,Entire home/apt
65,1,14,0.67,231,306,Entire home/apt
280,5,6,0.29,1,90,Entire home/apt
40,2,66,2.96,3,145,Entire home/apt
20,2,14,0.61,12,0,Private room
91,2,69,3.19,1,1,Entire home/apt
75,2,16,0.72,1,117,Entire home/apt
38,7,108,4.72,3,68,Private room
15,1,15,0.69,1,0,Shared room
33,7,101,4.38,3,89,Private room
35,1,9,0.53,1,71,Private room
89,2,1,0.05,2,0,Entire home/apt
52,1,158,7.24,1,304,Entire home/apt
35,2,104,4.61,1,12,Entire home/apt
35,1,87,3.82,2,146,Private room
99,2,43,1.95,4,126,Entire home/apt
65,2,62,2.86,4,35,Entire home/apt
100,2,56,2.5,1,6,Entire home/apt
15,1,5,0.22,19,355,Shared room
20,1,1,0.06,19,355,Shared room
33,5,1,0.05,1,0,Entire home/apt
15,1,55,2.62,3,315,Private room
56,1,146,6.47,3,25,Entire home/apt
189,2,71,3.18,3,327,Entire home/apt
19,1,5,0.22,2,0,Private room
20,1,1,0.05,19,355,Shared room
160,2,22,1.02,1,350,Entire home/apt
88,2,22,0.97,1,98,Entire home/apt
20,1,1,0.05,19,355,Shared room
50,1,2,0.09,1,0,Private room
108,2,0,0,19,357,Entire home/apt
148,2,72,3.2,14,21,Entire home/apt
39,3,0,0,19,357,Private room
110,1,7,0.32,24,0,Entire home/apt
79,2,75,3.85,6,84,Entire home/apt
30,1,9,0.4,1,0,Private room
39,2,81,3.58,2,0,Entire home/apt
55,3,115,5.1,1,18,Entire home/apt
60,3,20,1.35,1,261,Entire home/apt
85,2,35,1.58,1,261,Entire home/apt
60,1,0,0,1,0,Private room
21,3,23,1.04,2,0,Private room
50,4,37,1.67,1,281,Entire home/apt
53,1,90,3.99,3,90,Entire home/apt
100,2,7,0.63,1,0,Entire home/apt
28,1,72,3.25,4,165,Private room
28,2,46,2.04,1,6,Private room
90,3,25,1.2,13,0,Entire home/apt
18,1,0,0,1,0,Private room
40,5,93,4.12,1,49,Private room
170,5,27,1.25,2,149,Entire home/apt
30,1,13,0.57,1,0,Private room
95,3,100,4.44,1,304,Entire home/apt
20,1,2,0.09,1,0,Private room
115,2,67,3.05,1,135,Entire home/apt
42,2,1,0.04,1,0,Private room
110,2,6,0.27,1,0,Entire home/apt
15,1,6,0.4,3,21,Private room
49,1,1,0.06,110,0,Entire home/apt
95,2,120,5.32,27,303,Entire home/apt
45,2,23,1.02,3,0,Entire home/apt
20,1,2,0.09,19,355,Shared room
46,2,9,0.43,42,1,Hotel room
100,1,59,2.64,5,148,Entire home/apt
105,2,64,2.87,1,127,Entire home/apt
50,1,65,3.21,5,161,Entire home/apt
147,3,19,0.85,19,337,Entire home/apt
20,1,1,0.18,19,355,Shared room
75,2,89,4.28,1,34,Entire home/apt
38,1,188,8.34,1,93,Private room
35,2,6,0.28,1,0,Private room
170,2,35,1.62,1,175,Entire home/apt
60,1,5,0.27,1,263,Entire home/apt
25,1,2,0.09,1,0,Private room
190,4,68,3.04,6,319,Entire home/apt
30,1,97,4.27,2,51,Private room
35,1,42,1.85,1,29,Private room
60,3,31,1.42,1,286,Entire home/apt
45,1,114,5.16,1,339,Private room
60,1,1,0.7,231,328,Entire home/apt
90,1,49,2.19,1,154,Entire home/apt
63,2,36,1.66,1,318,Entire home/apt
35,1,19,1.12,1,0,Private room
60,2,93,4.48,1,243,Entire home/apt
65,2,100,4.44,1,192,Entire home/apt
10,1,1,0.04,1,0,Private room
90,2,5,0.22,1,0,Entire home/apt
31,1,3,0.13,1,0,Entire home/apt
25,1,7,0.32,1,135,Private room
80,3,53,2.35,5,191,Entire home/apt
69,2,0,0,1,171,Entire home/apt
60,3,19,0.84,3,18,Private room
169,3,28,1.26,3,316,Entire home/apt
60,2,0,0,3,244,Entire home/apt
48,28,51,2.3,1,2,Entire home/apt
145,1,0,0,11,86,Entire home/apt
46,2,23,1.02,1,6,Private room
200,1,27,1.29,9,324,Entire home/apt
145,1,41,1.86,8,220,Entire home/apt
60,1,49,2.19,1,335,Entire home/apt
200,1,13,0.59,12,324,Entire home/apt
52,1,103,4.56,25,328,Entire home/apt
70,5,17,0.78,2,131,Entire home/apt
500,700,1,0.05,1,89,Entire home/apt
34,12,6,0.29,1,212,Entire home/apt
83,2,78,3.71,1,13,Entire home/apt
78,2,82,4.01,1,68,Entire home/apt
52,6,15,0.7,1,0,Entire home/apt
40,1,0,0,1,0,Private room
100,2,37,1.71,1,338,Entire home/apt
15,3,0,0,1,0,Private room
54,30,5,0.22,3,79,Entire home/apt
23,1,7,0.32,7,219,Private room
75,3,15,0.94,11,237,Entire home/apt
49,1,47,2.2,8,305,Entire home/apt
131,2,29,1.31,1,25,Entire home/apt
120,2,71,3.21,1,3,Entire home/apt
140,2,20,0.96,1,83,Entire home/apt
29,3,58,2.65,2,165,Private room
50,2,1,0.04,1,0,Private room
55,1,28,1.27,1,31,Entire home/apt
43,1,104,4.8,2,81,Entire home/apt
59,2,24,1.1,13,257,Entire home/apt
77,2,72,3.23,1,113,Entire home/apt
55,2,95,4.34,1,0,Entire home/apt
20,1,10,0.45,2,0,Private room
60,3,0,0,1,0,Private room
96,1,90,4.03,5,224,Entire home/apt
90,2,123,5.86,5,124,Entire home/apt
142,2,132,6.34,5,119,Entire home/apt
91,2,124,6.14,5,128,Entire home/apt
50,2,120,5.42,2,0,Entire home/apt
70,2,57,2.66,1,38,Entire home/apt
150,3,25,1.15,1,0,Entire home/apt
60,15,0,0,2,0,Entire home/apt
140,2,90,4.12,5,314,Entire home/apt
40,1,0,0,1,0,Private room
40,1,45,2.04,1,63,Private room
55,5,6,0.31,1,0,Entire home/apt
60,5,0,0,1,0,Entire home/apt
69,2,22,1.05,13,246,Entire home/apt
40,3,41,1.84,1,92,Private room
18,2,2,0.09,2,0,Private room
200,2,30,1.44,1,15,Entire home/apt
96,1,81,3.63,5,311,Entire home/apt
140,3,73,4.42,1,0,Entire home/apt
30,7,0,0,1,322,Private room
120,3,2,0.11,14,310,Entire home/apt
40,3,8,0.37,2,0,Private room
55,2,42,1.89,6,97,Entire home/apt
25,1,77,3.46,1,45,Private room
79,1,24,1.24,3,39,Entire home/apt
89,1,10,3.49,3,85,Entire home/apt
18,1,5,0.23,1,0,Private room
78,1,77,3.56,5,155,Entire home/apt
20,1,3,0.83,19,354,Shared room
65,3,7,0.33,1,17,Entire home/apt
20,1,0,0,19,343,Shared room
60,4,35,1.7,11,64,Entire home/apt
20,1,0,0,19,355,Shared room
38,2,2,0.09,1,0,Private room
55,1,49,4.21,1,0,Entire home/apt
96,1,62,2.87,5,321,Entire home/apt
16,7,8,0.43,1,340,Private room
70,2,64,2.89,2,141,Entire home/apt
70,2,1,1,2,326,Entire home/apt
20,1,2,0.09,19,343,Shared room
29,2,70,3.17,2,66,Private room
20,1,1,0.11,19,355,Shared room
70,2,62,2.81,1,169,Entire home/apt
75,5,10,0.46,2,65,Entire home/apt
120,2,69,3.19,6,70,Entire home/apt
42,90,0,0,1,87,Entire home/apt
150,2,51,2.28,1,88,Entire home/apt
18,30,29,1.32,5,18,Private room
20,1,3,0.14,19,336,Shared room
20,1,5,0.29,19,355,Shared room
20,1,2,0.1,19,341,Shared room
20,1,0,0,19,355,Shared room
20,1,0,0,19,336,Shared room
35,3,105,4.74,5,0,Private room
100,3,1,0.05,108,77,Entire home/apt
100,2,4,0.24,43,315,Hotel room
80,2,16,0.72,1,0,Entire home/apt
45,1,131,5.93,45,24,Private room
45,1,112,5.13,45,28,Private room
60,2,23,1.04,1,0,Entire home/apt
75,7,5,0.23,14,271,Entire home/apt
61,1,2,0.33,110,334,Entire home/apt
25,2,1,0.04,1,0,Private room
86,2,144,6.73,3,240,Entire home/apt
65,2,64,3.05,1,43,Entire home/apt
15,1,0,0,2,186,Private room
84,2,67,3.1,6,328,Entire home/apt
40,2,3,0.14,1,0,Private room
35,60,5,0.23,2,127,Entire home/apt
75,7,0,0,1,0,Entire home/apt
102,3,5,0.28,1,0,Entire home/apt
20,2,82,3.73,1,328,Private room
16,1,4,0.19,2,0,Private room
40,1,17,1.41,9,0,Entire home/apt
25,1,0,0,1,0,Private room
55,10,5,0.42,4,266,Entire home/apt
55,31,21,0.97,1,233,Entire home/apt
110,1,15,0.72,231,342,Entire home/apt
70,3,10,0.56,1,0,Entire home/apt
70,2,0,0,1,363,Entire home/apt
50,2,54,2.44,2,315,Entire home/apt
19,1,2,1.67,1,133,Private room
100,2,0,0,43,311,Hotel room
495,5,2,0.1,1,160,Entire home/apt
300,2,4,0.2,6,152,Entire home/apt
52,2,26,1.17,1,351,Private room
96,2,81,3.69,1,225,Entire home/apt
74,3,61,2.85,2,50,Entire home/apt
60,1,3,0.16,110,268,Entire home/apt
25,3,0,0,1,0,Private room
500,1,108,4.88,2,316,Entire home/apt
80,1,3,0.19,231,338,Entire home/apt
105,3,4,0.35,1,176,Private room
62,1,2,0.26,110,344,Entire home/apt
10,90,1,0.05,2,47,Private room
30,1,18,0.81,2,341,Private room
150,2,75,3.59,1,130,Entire home/apt
26,7,0,0,2,152,Private room
84,2,13,0.6,6,0,Hotel room
21,3,37,1.68,1,15,Private room
24,1,10,0.48,1,50,Entire home/apt
27,2,11,0.5,1,0,Private room
25,5,4,0.19,2,0,Private room
75,5,0,0,1,0,Entire home/apt
96,1,79,3.66,5,305,Entire home/apt
72,4,13,0.65,14,1,Entire home/apt
16,1,0,0,1,0,Private room
153,3,63,2.83,1,320,Entire home/apt
207,30,1,0.05,83,221,Entire home/apt
80,2,27,1.23,21,283,Entire home/apt
98,4,1,0.09,1,0,Entire home/apt
159,1,9,0.42,46,280,Hotel room
65,3,76,3.44,1,331,Entire home/apt
60,4,68,3.14,1,52,Entire home/apt
130,5,11,0.51,30,342,Hotel room
114,2,19,0.88,49,0,Entire home/apt
69,2,3,0.27,10,360,Private room
94,1,8,0.37,1,47,Private room
75,1,1,0.06,8,39,Entire home/apt
75,1,2,0.13,8,34,Entire home/apt
120,2,77,3.56,3,152,Entire home/apt
169,3,0,0,1,360,Entire home/apt
47,1,53,2.42,1,0,Entire home/apt
113,2,15,0.71,49,0,Entire home/apt
74,1,52,2.37,11,340,Entire home/apt
40,3,0,0,1,0,Private room
65,3,47,2.26,20,327,Entire home/apt
60,2,1,0.05,1,0,Entire home/apt
12,1,9,0.46,1,0,Private room
70,2,4,0.24,11,349,Private room
60,2,4,0.2,11,350,Private room
21,1,1,0.05,1,0,Private room
35,3,2,0.1,1,73,Private room
62,2,154,7.2,1,117,Entire home/apt
105,2,49,2.26,5,120,Entire home/apt
12,1,9,0.41,2,0,Private room
28,1,138,6.37,1,335,Private room
28,2,23,1.06,1,44,Private room
65,2,1,0.05,1,0,Entire home/apt
28,2,21,1.01,2,262,Private room
85,2,2,0.1,1,0,Entire home/apt
66,2,49,2.26,2,225,Entire home/apt
190,2,2,0.3,1,174,Entire home/apt
85,2,92,4.25,1,144,Entire home/apt
61,1,65,2.98,1,143,Entire home/apt
480,2,38,2.28,1,311,Entire home/apt
99,1,32,1.5,23,333,Entire home/apt
36,2,33,1.56,2,245,Private room
80,3,12,0.55,1,264,Entire home/apt
60,2,105,4.84,4,337,Entire home/apt
160,4,6,0.37,1,0,Entire home/apt
99,5,17,0.82,2,334,Entire home/apt
65,2,11,0.51,1,0,Entire home/apt
70,2,59,2.7,5,4,Entire home/apt
56,5,8,0.37,3,15,Hotel room
90,2,13,0.64,21,314,Entire home/apt
80,2,13,0.72,21,316,Entire home/apt
80,2,1,0.05,1,0,Entire home/apt
96,1,97,4.65,5,328,Entire home/apt
109,3,20,1.17,4,144,Entire home/apt
75,1,1,0.05,2,13,Private room
17,1,73,3.47,1,345,Private room
95,2,11,0.51,21,314,Entire home/apt
80,2,11,0.78,21,328,Entire home/apt
75,2,94,4.46,56,165,Entire home/apt
320,2,69,3.22,1,321,Entire home/apt
200,3,20,1.18,1,158,Entire home/apt
80,2,20,0.92,21,315,Entire home/apt
67,3,5,0.44,11,315,Entire home/apt
95,2,99,4.84,8,148,Entire home/apt
169,2,19,0.89,2,144,Entire home/apt
166,1,10,0.68,28,60,Entire home/apt
63,1,44,2.11,15,118,Entire home/apt
149,2,40,1.84,8,317,Entire home/apt
80,2,14,0.64,1,267,Entire home/apt
180,2,73,3.43,2,51,Entire home/apt
25,1,74,3.38,3,346,Hotel room
19,1,7,0.32,20,280,Private room
95,1,13,0.64,2,24,Entire home/apt
55,4,6,0.28,2,244,Entire home/apt
144,2,48,2.22,1,241,Entire home/apt
160,3,5,0.26,1,0,Entire home/apt
120,1,0,0,1,0,Entire home/apt
15,2,112,5.13,2,30,Private room
50,1,8,0.66,1,0,Private room
54,2,86,4.02,1,52,Entire home/apt
18,1,27,1.24,3,355,Private room
150,1,89,4.08,66,109,Entire home/apt
125,3,45,2.08,1,93,Entire home/apt
88,1,3,0.25,110,281,Entire home/apt
74,3,17,0.79,1,0,Private room
75,2,30,1.4,1,37,Entire home/apt
90,1,14,0.68,42,80,Entire home/apt
85,2,77,3.71,56,170,Entire home/apt
100,200,38,1.75,2,0,Entire home/apt
5000,3,6,0.3,16,98,Entire home/apt
69,3,44,2.47,1,100,Entire home/apt
89,2,21,1.05,1,160,Entire home/apt
68,2,5,0.23,2,5,Entire home/apt
140,4,28,1.29,6,324,Entire home/apt
300,2,3,0.2,6,147,Entire home/apt
105,1,40,1.85,1,166,Entire home/apt
50,3,5,0.23,1,0,Entire home/apt
18,1,1,0.05,1,0,Private room
75,3,125,5.78,3,68,Entire home/apt
80,1,22,1.13,2,339,Private room
45,4,5,0.4,1,46,Entire home/apt
12,15,11,0.64,3,155,Private room
69,4,87,4.02,6,91,Entire home/apt
60,4,7,0.32,1,0,Entire home/apt
140,2,90,4.29,1,311,Entire home/apt
75,2,1,0.08,1,0,Entire home/apt
50,3,1,0.05,1,358,Private room
69,3,48,2.29,2,4,Entire home/apt
50,2,2,0.09,1,0,Entire home/apt
80,2,80,3.7,1,27,Entire home/apt
35,2,7,0.36,1,0,Private room
55,3,70,3.23,5,63,Entire home/apt
60,5,2,0.1,2,353,Entire home/apt
100,3,1,0.05,1,0,Entire home/apt
100,3,0,0,1,0,Entire home/apt
180,3,6,0.29,1,158,Entire home/apt
55,3,62,3.01,2,126,Entire home/apt
60,3,65,3.16,2,269,Entire home/apt
40,1,0,0,1,0,Entire home/apt
13,7,1,0.05,1,365,Shared room
35,1,0,0,3,0,Private room
119,2,57,2.63,1,232,Entire home/apt
30,14,9,0.43,3,202,Private room
65,2,7,0.33,1,0,Entire home/apt
55,1,1,0.05,1,0,Entire home/apt
81,1,57,2.63,5,59,Entire home/apt
289,3,16,0.79,17,272,Entire home/apt
65,2,4,0.19,7,297,Entire home/apt
70,3,57,2.62,1,140,Entire home/apt
40,1,8,0.39,1,0,Entire home/apt
100,3,5,0.26,14,322,Entire home/apt
200,2,62,3.06,1,146,Entire home/apt
40,5,60,2.77,1,105,Entire home/apt
75,2,0,0,1,0,Private room
60,90,0,0,1,322,Entire home/apt
70,4,11,0.52,1,17,Entire home/apt
120,3,10,0.54,4,88,Entire home/apt
50,7,8,0.46,1,292,Entire home/apt
120,2,68,3.27,1,0,Entire home/apt
25,1,0,0,1,0,Private room
35,1,3,0.14,1,0,Private room
75,3,29,1.36,1,88,Entire home/apt
55,2,52,2.66,1,81,Entire home/apt
90,3,5,0.27,4,73,Entire home/apt
60,1,81,5.8,1,122,Entire home/apt
27,2,112,5.18,2,301,Private room
58,1,50,2.31,1,325,Entire home/apt
75,1,39,1.8,1,101,Entire home/apt
17,1,24,1.11,1,0,Private room
119,2,0,0,7,103,Entire home/apt
295,15,0,0,25,336,Entire home/apt
19,1,23,1.28,2,276,Private room
40,2,6,0.28,1,0,Entire home/apt
66,2,64,2.95,1,118,Entire home/apt
95,3,110,5.08,1,318,Entire home/apt
80,3,0,0,1,0,Private room
29,2,9,0.43,5,0,Private room
300,1,179,8.27,1,219,Entire home/apt
25,3,23,1.14,5,0,Private room
22,5,41,1.94,2,167,Private room
21,1,44,2.06,3,0,Private room
16,1,60,2.88,8,103,Shared room
20,2,36,1.68,1,0,Private room
50,1,2,0.1,2,0,Entire home/apt
13,22,9,0.47,3,231,Private room
13,15,7,0.45,3,47,Private room
54,2,100,5.38,1,26,Entire home/apt
35,1,3,0.18,1,172,Private room
74,4,53,2.7,1,0,Entire home/apt
19,2,7,0.33,1,0,Private room
500,2,1,0.05,1,115,Entire home/apt
45,2,0,0,1,0,Entire home/apt
10,1,7,0.32,2,0,Private room
145,2,81,3.76,1,111,Entire home/apt
50,2,4,0.19,1,0,Entire home/apt
40,2,53,2.48,1,348,Private room
49,2,71,3.55,1,169,Private room
99,3,89,4.53,2,295,Entire home/apt
680,2,7,0.35,1,179,Entire home/apt
75,2,17,0.81,3,62,Entire home/apt
55,3,9,1.02,1,276,Entire home/apt
35,1,20,0.93,2,0,Private room
161,3,2,0.14,11,65,Entire home/apt
20,4,44,2.07,16,314,Private room
57,2,30,1.47,1,0,Entire home/apt
16,1,112,5.23,1,351,Private room
140,1,3,0.14,23,0,Entire home/apt
110,2,42,1.96,1,97,Entire home/apt
75,1,67,3.18,1,5,Entire home/apt
199,3,1,0.05,11,47,Entire home/apt
50,2,1,0.05,1,88,Private room
130,1,30,1.4,1,338,Entire home/apt
21,2,0,0,1,0,Private room
45,2,43,2.01,1,0,Entire home/apt
15,2,3,0.14,1,0,Private room
55,3,28,1.34,1,0,Entire home/apt
30,1,2,0.09,1,0,Entire home/apt
27,2,28,1.32,2,308,Private room
160,2,8,0.41,2,261,Entire home/apt
90,3,16,0.93,1,50,Entire home/apt
85,3,116,5.56,1,90,Entire home/apt
156,1,16,0.41,44,319,Entire home/apt
164,1,7,0.18,44,342,Entire home/apt
300,1,12,0.3,44,304,Entire home/apt
156,1,4,0.08,44,0,Entire home/apt
332,1,44,0.91,44,287,Entire home/apt
328,1,3,0.13,44,296,Entire home/apt
242,1,8,0.33,44,329,Entire home/apt
268,1,9,0.2,44,0,Entire home/apt
746,1,16,0.44,44,0,Entire home/apt
61,1,6,0.42,110,327,Entire home/apt
80,2,22,1.09,3,49,Entire home/apt
111,2,6,0.29,49,72,Entire home/apt
250,2,52,2.21,3,324,Entire home/apt
200,2,69,3.13,3,317,Entire home/apt
200,2,78,3.24,3,325,Entire home/apt
49,3,73,3.49,1,104,Entire home/apt
25,4,19,0.91,5,0,Private room
10,2,10,0.49,2,0,Private room
60,2,46,2.33,1,291,Entire home/apt
100,4,0,0,1,0,Entire home/apt
60,3,26,1.34,1,51,Entire home/apt
21,2,35,3.07,1,129,Private room
58,1,65,3.04,2,16,Entire home/apt
49,10,15,0.88,1,124,Entire home/apt
125,3,90,4.31,2,87,Entire home/apt
81,1,5,0.6,110,316,Entire home/apt
58,3,32,1.59,2,37,Entire home/apt
150,2,38,1.8,1,57,Entire home/apt
52,1,0,0,110,0,Entire home/apt
70,2,5,0.23,2,336,Entire home/apt
45,1,154,7.31,45,31,Private room
45,1,150,7.23,45,34,Private room
140,2,0,0,1,0,Entire home/apt
40,2,119,6.17,2,38,Entire home/apt
60,3,0,0,1,0,Entire home/apt
45,3,0,0,1,0,Entire home/apt
20,1,95,4.55,2,69,Private room
75,2,86,5.17,2,23,Entire home/apt
75,2,96,4.58,2,68,Entire home/apt
65,2,50,2.42,1,43,Entire home/apt
100,2,41,1.96,21,306,Entire home/apt
148,1,5,0.27,6,208,Entire home/apt
114,1,1,0.05,6,205,Entire home/apt
114,1,1,0.05,6,214,Entire home/apt
114,1,1,0.18,6,202,Entire home/apt
148,1,10,0.54,6,212,Entire home/apt
141,2,0,0,24,0,Entire home/apt
151,2,1,0.21,24,365,Entire home/apt
498,1,2,0.22,24,0,Entire home/apt
151,2,0,0,24,365,Entire home/apt
282,2,0,0,24,0,Entire home/apt
318,2,0,0,24,0,Entire home/apt
96,4,0,0,24,363,Entire home/apt
22,2,35,1.66,2,353,Private room
35,5,1,0.06,1,0,Entire home/apt
45,1,148,6.91,45,27,Private room
425,3,2,0.14,108,291,Entire home/apt
45,1,109,5.09,45,22,Private room
58,1,146,6.82,45,27,Private room
70,3,84,4.01,1,57,Entire home/apt
50,2,47,2.23,1,191,Entire home/apt
50,2,49,2.34,1,49,Entire home/apt
41,2,22,1.39,2,27,Private room
53,3,66,3.16,1,144,Entire home/apt
100,2,34,1.66,21,321,Entire home/apt
80,2,20,1.03,21,305,Entire home/apt
110,2,3,0.18,1,244,Entire home/apt
115,2,15,1.21,21,326,Entire home/apt
80,2,14,0.67,21,326,Entire home/apt
75,4,10,0.48,1,2,Entire home/apt
145,1,73,3.48,5,239,Entire home/apt
27,3,3,0.14,1,0,Private room
146,2,79,3.9,1,19,Entire home/apt
60,7,0,0,1,0,Entire home/apt
14,1,18,3.38,1,0,Private room
150,2,19,0.98,1,28,Entire home/apt
70,2,20,0.95,1,353,Entire home/apt
59,2,71,3.39,1,152,Entire home/apt
93,5,26,1.25,1,53,Entire home/apt
15,1,9,0.43,1,0,Private room
80,2,115,5.4,1,85,Entire home/apt
56,90,0,0,3,256,Entire home/apt
105,2,34,1.78,1,161,Entire home/apt
150,3,18,0.98,5,33,Entire home/apt
85,1,0,0,2,365,Private room
150,4,0,0,1,0,Entire home/apt
90,3,22,1.05,1,156,Entire home/apt
50,2,5,0.23,3,170,Entire home/apt
70,2,78,3.72,1,49,Entire home/apt
27,2,67,3.35,1,0,Private room
92,2,29,1.38,1,328,Entire home/apt
110,2,131,6.26,6,112,Entire home/apt
23,2,19,1.2,2,58,Private room
130,2,84,4.2,8,310,Entire home/apt
450,4,83,4.06,8,214,Entire home/apt
70,3,77,3.71,5,182,Entire home/apt
25,2,119,5.68,3,70,Entire home/apt
29,13,7,0.34,2,0,Private room
70,2,6,0.31,1,0,Private room
70,2,31,1.48,21,314,Entire home/apt
70,2,25,1.2,21,310,Entire home/apt
57,6,23,1.36,2,329,Entire home/apt
110,3,1,0.27,56,269,Entire home/apt
66,2,69,3.27,1,97,Entire home/apt
120,1,51,3.53,1,235,Entire home/apt
49,3,50,2.57,2,344,Private room
25,1,0,0,1,0,Private room
66,1,126,6.1,1,0,Entire home/apt
30,3,1,0.06,2,0,Entire home/apt
41,2,8,0.47,42,302,Hotel room
28,5,6,0.29,1,362,Private room
149,1,21,1.02,46,69,Hotel room
100,4,1,0.06,1,0,Entire home/apt
175,2,2,0.14,10,169,Entire home/apt
77,7,6,0.45,56,306,Entire home/apt
130,2,40,2.15,4,108,Entire home/apt
35,1,35,1.67,15,1,Private room
99,1,5,0.27,47,330,Entire home/apt
117,5,73,3.49,34,175,Entire home/apt
19,2,0,0,1,0,Private room
35,1,68,3.24,15,1,Private room
45,3,1,0.42,2,17,Entire home/apt
25,1,55,2.69,15,1,Private room
35,1,27,1.51,15,1,Private room
90,2,131,6.21,7,251,Entire home/apt
39,1,4,0.19,1,0,Private room
40,1,31,1.48,1,0,Entire home/apt
17,100,14,0.69,7,342,Private room
29,2,3,0.17,2,0,Private room
30,7,3,0.14,1,0,Private room
99,1,101,5.31,2,266,Entire home/apt
75,2,74,3.54,2,157,Entire home/apt
150,2,38,1.93,2,148,Entire home/apt
56,1,122,5.82,5,299,Entire home/apt
25,2,35,1.69,1,83,Private room
78,1,6,0.45,6,335,Entire home/apt
54,1,78,3.81,23,252,Entire home/apt
18,2,11,0.54,3,340,Private room
25,1,82,3.89,1,54,Private room
85,4,39,1.86,1,137,Entire home/apt
28,1,19,0.9,2,0,Private room
25,2,2,0.1,1,0,Entire home/apt
89,2,100,4.75,7,304,Entire home/apt
110,3,87,4.35,1,113,Entire home/apt
55,1,131,7.04,1,130,Entire home/apt
200,3,35,1.68,1,159,Entire home/apt
105,1,8,0.84,1,0,Entire home/apt
45,3,67,3.21,1,280,Entire home/apt
150,1,65,3.22,66,112,Entire home/apt
387,30,0,0,83,230,Entire home/apt
285,20,2,0.23,25,335,Entire home/apt
