price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,room_type
54,1,123,4.06,5,229,Entire home/apt
175,10,6,0.2,1,326,Entire home/apt
56,1,367,11.99,5,316,Entire home/apt
75,2,33,1.12,1,276,Entire home/apt
29,3,95,3.26,16,311,Private room
67,1,62,2.03,58,69,Entire home/apt
90,2,157,5.12,2,120,Entire home/apt
46,3,138,4.78,1,0,Entire home/apt
55,2,112,3.76,1,195,Entire home/apt
70,3,10,0.34,4,345,Entire home/apt
61,3,8,1,4,330,Entire home/apt
40,3,2,0.07,1,0,Entire home/apt
14,1,54,1.79,2,46,Private room
70,1,142,4.7,13,148,Entire home/apt
60,2,74,2.47,1,47,Entire home/apt
60,2,15,0.6,1,8,Entire home/apt
25,2,114,3.86,3,60,Private room
50,5,6,0.24,19,286,Entire home/apt
35,1,53,1.81,1,75,Private room
70,5,7,0.23,19,279,Entire home/apt
120,5,16,0.57,1,330,Entire home/apt
260,2,24,1.1,4,317,Entire home/apt
71,1,3,0.11,42,100,Entire home/apt
99,1,58,1.94,23,307,Entire home/apt
17,1,0,0,1,0,Private room
70,1,16,0.52,1,0,Entire home/apt
35,1,28,0.92,1,120,Entire home/apt
75,2,34,1.15,1,300,Entire home/apt
60,4,107,3.52,2,103,Entire home/apt
105,3,1,0.21,18,0,Entire home/apt
155,30,0,0,83,109,Entire home/apt
361,30,1,0.04,83,364,Entire home/apt
78,2,58,1.91,1,97,Entire home/apt
160,1,18,0.75,1,72,Entire home/apt
49,2,114,4.16,1,157,Entire home/apt
285,7,0,0,1,179,Entire home/apt
60,1,2,0.11,6,319,Entire home/apt
90,2,9,0.31,1,0,Private room
150,3,65,2.15,1,240,Entire home/apt
22,3,77,2.56,1,67,Private room
100,5,9,0.31,14,270,Entire home/apt
75,30,10,0.42,14,0,Entire home/apt
23,1,186,6.09,2,83,Private room
110,1,90,2.95,8,329,Entire home/apt
135,2,25,0.83,1,45,Entire home/apt
90,3,49,1.67,1,328,Entire home/apt
75,2,88,2.97,1,321,Entire home/apt
54,3,39,1.3,1,162,Entire home/apt
75,25,65,2.2,3,153,Entire home/apt
49,5,0,0,1,0,Entire home/apt
27,3,0,0,1,364,Private room
19,1,0,0,1,0,Private room
60,1,354,11.84,2,77,Entire home/apt
90,2,10,0.33,1,0,Entire home/apt
40,3,0,0,1,0,Private room
23,1,79,2.63,1,299,Private room
181,30,0,0,83,230,Entire home/apt
80,2,9,0.33,3,90,Entire home/apt
50,1,41,1.4,1,20,Private room
99,2,33,1.08,13,331,Entire home/apt
115,3,30,1.01,6,276,Entire home/apt
79,7,9,0.3,13,266,Entire home/apt
190,2,86,2.96,4,224,Entire home/apt
79,3,7,0.3,13,327,Entire home/apt
50,5,29,0.97,3,0,Entire home/apt
202,60,0,0,7,0,Entire home/apt
125,2,41,1.38,49,66,Entire home/apt
155,3,96,3.2,2,239,Entire home/apt
45,2,21,0.69,2,322,Private room
96,1,176,5.86,2,142,Entire home/apt
100,1,33,1.1,8,249,Entire home/apt
121,1,225,7.64,6,215,Entire home/apt
48,2,170,5.67,2,77,Entire home/apt
45,1,92,3.06,2,0,Entire home/apt
25,1,0,0,1,0,Private room
56,2,22,0.73,1,171,Private room
12,2,21,0.7,1,0,Private room
10,1,20,0.68,1,0,Private room
110,3,35,1.16,4,143,Entire home/apt
29,2,61,2.05,6,303,Entire home/apt
60,3,83,2.75,3,77,Entire home/apt
95,3,4,0.14,1,0,Entire home/apt
28,5,16,0.53,5,14,Private room
120,1,28,0.93,8,285,Entire home/apt
85,2,55,1.89,1,277,Entire home/apt
100,2,34,1.15,1,148,Entire home/apt
550,2,19,0.64,1,168,Entire home/apt
41,20,4,0.15,3,0,Entire home/apt
120,3,43,1.52,1,66,Entire home/apt
200,3,18,0.6,1,0,Entire home/apt
40,1,2,0.07,1,0,Private room
157,3,39,1.33,19,314,Entire home/apt
80,1,109,3.72,8,306,Entire home/apt
70,2,167,5.52,4,102,Entire home/apt
56,3,59,1.96,1,173,Entire home/apt
49,1,37,1.26,36,151,Entire home/apt
107,3,45,1.53,19,326,Entire home/apt
65,1,3,0.12,3,0,Entire home/apt
48,2,16,0.53,1,0,Private room
80,30,3,0.1,13,72,Entire home/apt
80,2,137,4.62,27,291,Entire home/apt
80,3,106,3.52,34,178,Entire home/apt
258,30,0,0,83,353,Entire home/apt
154,3,2,0.07,8,269,Entire home/apt
25,3,8,0.27,1,0,Private room
310,30,0,0,83,261,Entire home/apt
75,2,62,2.06,1,75,Entire home/apt
154,3,3,0.1,8,256,Entire home/apt
73,2,99,3.27,6,338,Entire home/apt
154,3,1,0.04,8,218,Entire home/apt
154,3,1,0.04,8,282,Entire home/apt
55,2,40,5.08,1,105,Entire home/apt
59,2,141,4.67,1,120,Entire home/apt
20,3,122,4.04,7,63,Private room
61,1,37,2.98,6,0,Entire home/apt
22,1,36,1.19,1,0,Private room
60,3,87,2.9,1,136,Entire home/apt
38,2,23,0.8,1,0,Entire home/apt
30,3,51,1.69,2,68,Private room
45,2,5,0.17,1,0,Entire home/apt
87,3,5,0.16,1,0,Entire home/apt
20,21,25,0.85,1,0,Private room
300,2,0,0,3,0,Entire home/apt
90,3,7,0.23,1,130,Entire home/apt
33,4,7,0.23,1,0,Private room
60,32,8,0.27,1,262,Entire home/apt
90,15,9,0.31,7,350,Entire home/apt
62,1,93,3.12,34,292,Entire home/apt
68,3,75,2.58,1,152,Entire home/apt
100,1,111,3.72,66,118,Entire home/apt
41,2,38,1.26,1,83,Private room
14,1,10,0.37,1,0,Private room
110,1,25,0.85,1,350,Entire home/apt
18,1,14,0.47,1,215,Private room
120,3,81,2.71,1,261,Entire home/apt
62,4,32,1.07,6,337,Entire home/apt
45,5,29,0.97,1,0,Entire home/apt
85,1,78,2.6,1,135,Entire home/apt
90,3,8,0.27,21,349,Entire home/apt
41,3,33,1.1,1,0,Entire home/apt
53,4,71,2.38,4,295,Entire home/apt
103,2,28,1.04,1,0,Entire home/apt
50,7,15,0.51,1,325,Entire home/apt
55,2,176,5.86,3,283,Entire home/apt
52,1,4,0.13,1,74,Private room
98,3,73,2.51,1,56,Entire home/apt
70,2,91,3.03,5,2,Entire home/apt
154,3,1,0.03,8,252,Entire home/apt
85,3,43,1.45,1,7,Entire home/apt
75,1,13,0.44,9,318,Entire home/apt
154,3,0,0,8,274,Entire home/apt
74,1,180,6.08,2,322,Entire home/apt
15,20,0,0,1,0,Private room
121,3,0,0,8,303,Entire home/apt
90,2,65,2.2,1,129,Entire home/apt
121,3,0,0,8,307,Entire home/apt
75,2,64,2.2,4,102,Entire home/apt
650,2,0,0,1,0,Entire home/apt
17,60,2,0.07,1,0,Private room
120,2,1,0.28,1,337,Entire home/apt
110,2,85,2.86,1,204,Entire home/apt
120,1,31,1.03,8,315,Entire home/apt
110,2,107,3.56,1,132,Entire home/apt
110,3,42,1.4,2,64,Entire home/apt
50,1,19,0.68,1,162,Private room
190,3,17,0.57,6,103,Entire home/apt
60,2,18,0.62,7,308,Entire home/apt
181,30,1,0.04,83,221,Entire home/apt
39,2,56,1.91,3,332,Entire home/apt
25,1,17,0.57,1,0,Private room
75,2,126,4.2,27,316,Entire home/apt
60,4,3,0.45,19,204,Entire home/apt
58,2,151,5.03,1,147,Entire home/apt
85,179,13,0.48,1,363,Entire home/apt
70,1,169,5.88,32,21,Entire home/apt
70,1,1,0.33,1,58,Entire home/apt
50,30,9,0.31,1,17,Entire home/apt
39,2,166,5.61,1,66,Entire home/apt
64,3,67,2.23,1,135,Entire home/apt
18,90,0,0,5,0,Private room
62,1,29,1.06,6,2,Entire home/apt
85,4,148,4.93,1,138,Entire home/apt
28,3,102,3.4,16,297,Private room
158,5,2,0.07,1,0,Entire home/apt
207,30,1,0.04,83,49,Entire home/apt
21,1,3,0.1,1,0,Private room
90,2,81,2.72,1,114,Entire home/apt
145,3,54,2.06,4,93,Entire home/apt
79,5,1,0.03,1,0,Entire home/apt
70,2,134,4.56,4,0,Entire home/apt
40,30,6,0.21,4,320,Entire home/apt
400,2,3,0.1,1,233,Entire home/apt
71,2,22,0.88,5,76,Entire home/apt
90,3,51,1.8,1,341,Entire home/apt
105,3,7,0.25,1,75,Entire home/apt
40,1,2,0.13,1,0,Entire home/apt
100,2,74,2.48,2,292,Entire home/apt
50,1,62,2.08,7,332,Entire home/apt
19,1,3,0.1,1,0,Private room
22,1,1,0.03,1,0,Private room
100,3,7,0.24,1,0,Entire home/apt
25,1,92,3.14,2,144,Private room
67,1,67,2.26,58,88,Entire home/apt
150,2,23,0.78,1,54,Entire home/apt
60,2,188,6.37,2,189,Entire home/apt
75,2,32,1.31,1,114,Entire home/apt
55,3,69,2.33,11,145,Entire home/apt
55,3,5,0.17,1,0,Entire home/apt
65,2,9,0.31,1,0,Entire home/apt
35,3,39,1.34,1,300,Private room
230,2,86,2.99,1,195,Entire home/apt
36,2,10,0.81,1,113,Private room
80,1,157,5.35,5,325,Entire home/apt
761,2,9,0.34,9,314,Entire home/apt
39,2,25,0.85,2,70,Private room
120,2,20,0.69,1,60,Entire home/apt
175,2,24,0.83,2,2,Entire home/apt
157,2,100,3.36,2,171,Entire home/apt
90,2,69,2.32,1,279,Entire home/apt
90,30,1,0.04,1,179,Entire home/apt
150,2,46,1.56,1,107,Entire home/apt
22,1,53,1.77,2,305,Private room
65,2,117,3.96,1,243,Entire home/apt
75,1,66,2.24,1,72,Entire home/apt
40,1,55,1.85,1,57,Private room
25,1,2,0.07,1,0,Private room
51,2,88,2.97,5,73,Entire home/apt
50,2,9,0.31,1,136,Private room
300,2,3,0.11,2,0,Entire home/apt
50,5,21,0.71,2,79,Entire home/apt
80,3,72,2.5,1,106,Entire home/apt
140,2,74,2.5,3,124,Entire home/apt
13,10,4,0.14,2,298,Private room
48,1,82,2.75,1,0,Entire home/apt
800,1,8,0.27,1,0,Private room
30,1,41,1.72,3,12,Private room
1000,1,1,0.03,1,0,Entire home/apt
35,2,22,2.81,1,42,Private room
48,2,15,0.5,1,0,Private room
210,3,8,0.27,108,358,Entire home/apt
220,3,4,0.14,108,338,Entire home/apt
65,3,21,0.71,1,57,Private room
119,2,171,5.8,1,149,Entire home/apt
35,2,45,1.51,1,151,Private room
75,2,72,2.44,5,115,Entire home/apt
80,55,42,1.42,3,324,Entire home/apt
130,3,3,0.17,108,291,Entire home/apt
130,3,5,0.18,108,347,Entire home/apt
130,3,17,0.6,108,329,Entire home/apt
110,3,9,0.31,108,161,Entire home/apt
249,3,4,0.14,108,259,Entire home/apt
18,1,10,0.34,1,0,Entire home/apt
130,3,4,0.14,108,350,Entire home/apt
47,3,3,0.1,1,0,Entire home/apt
130,1,19,0.65,24,347,Entire home/apt
41,2,6,0.2,1,81,Private room
70,1,0,0,1,0,Entire home/apt
100,30,119,4.02,2,218,Entire home/apt
40,5,0,0,1,0,Entire home/apt
70,2,11,0.4,2,21,Entire home/apt
53,1,4,0.14,110,316,Entire home/apt
60,2,16,0.59,1,1,Entire home/apt
100,2,142,4.79,2,158,Entire home/apt
20,3,96,3.22,7,54,Private room
100,2,0,0,2,365,Private room
70,3,68,2.31,9,295,Entire home/apt
15,4,35,1.19,1,14,Private room
75,1,8,0.27,1,0,Entire home/apt
80,2,291,9.83,1,97,Entire home/apt
48,1,119,4.02,5,156,Entire home/apt
300,3,0,0,3,0,Entire home/apt
197,3,54,1.83,19,310,Entire home/apt
23,1,27,0.92,1,359,Private room
80,2,57,1.93,1,33,Entire home/apt
100,2,4,0.14,1,355,Entire home/apt
40,2,112,3.89,3,67,Private room
120,3,69,2.34,1,343,Entire home/apt
35,2,7,0.24,2,0,Private room
52,1,173,5.9,3,87,Entire home/apt
98,2,136,4.85,1,123,Entire home/apt
147,3,53,1.79,19,298,Entire home/apt
14,1,2,0.07,1,0,Private room
70,2,45,1.52,3,76,Private room
55,3,52,1.77,1,108,Entire home/apt
71,2,103,3.6,1,51,Entire home/apt
17,1,156,5.6,1,47,Private room
45,5,115,3.88,3,62,Entire home/apt
45,2,30,1.01,1,342,Private room
23,2,109,3.71,1,65,Private room
27,2,6,0.2,2,0,Private room
60,2,3,0.1,1,0,Entire home/apt
45,1,48,1.62,1,0,Entire home/apt
39,2,61,2.08,1,341,Private room
25,2,58,1.96,1,0,Private room
62,3,78,2.64,1,111,Entire home/apt
45,1,8,0.28,1,0,Private room
80,2,170,5.81,4,97,Entire home/apt
50,4,6,0.21,4,75,Private room
95,1,126,4.25,3,311,Entire home/apt
28,1,2,0.11,2,0,Private room
110,1,171,5.78,3,167,Entire home/apt
65,2,122,4.13,1,57,Entire home/apt
246,1,0,0,1,365,Private room
20,3,111,3.75,7,48,Private room
77,3,178,6.07,2,67,Entire home/apt
100,1,26,0.88,8,290,Entire home/apt
50,3,90,3.05,1,300,Entire home/apt
121,2,23,0.78,1,0,Entire home/apt
40,2,7,0.24,1,0,Entire home/apt
100,2,48,1.62,1,102,Entire home/apt
200,1,112,3.78,5,112,Entire home/apt
65,3,105,3.58,1,116,Entire home/apt
69,1,65,2.22,1,24,Entire home/apt
26,1,136,4.74,62,309,Hotel room
49,1,0,0,110,326,Entire home/apt
95,2,147,4.97,27,312,Entire home/apt
130,30,2,0.12,7,231,Entire home/apt
100,4,17,0.59,1,292,Entire home/apt
100,3,35,1.19,2,334,Entire home/apt
120,3,136,4.7,1,93,Entire home/apt
225,2,41,1.4,2,116,Entire home/apt
17,30,43,1.46,5,112,Private room
120,2,7,0.24,1,362,Entire home/apt
150,1,48,1.62,34,335,Entire home/apt
132,2,21,0.77,8,160,Entire home/apt
54,2,103,3.52,1,209,Entire home/apt
65,2,120,4.06,2,0,Entire home/apt
16,4,55,1.86,5,36,Private room
18,2,15,1.65,2,53,Private room
105,2,173,5.91,4,122,Entire home/apt
66,7,9,0.31,11,214,Entire home/apt
37,10,24,0.81,5,0,Private room
42,1,106,3.58,2,327,Private room
60,7,27,0.91,1,319,Entire home/apt
240,60,1,0.03,7,0,Entire home/apt
85,2,97,3.34,1,86,Entire home/apt
350,2,1,0.34,1,87,Entire home/apt
50,2,157,5.3,5,88,Private room
15,1,164,5.67,2,252,Private room
100,2,96,3.24,1,134,Entire home/apt
130,2,55,1.94,1,86,Entire home/apt
105,2,14,0.5,7,305,Entire home/apt
30,50,0,0,1,358,Private room
35,1,6,0.87,1,14,Private room
17,1,3,0.1,1,0,Shared room
150,2,18,0.63,1,49,Entire home/apt
21,2,0,0,1,0,Private room
53,2,163,5.54,1,0,Entire home/apt
224,1,136,4.75,10,202,Entire home/apt
48,3,124,4.23,2,271,Entire home/apt
160,1,2,0.09,11,178,Private room
60,1,160,5.77,32,29,Entire home/apt
120,3,23,0.93,3,93,Entire home/apt
57,2,96,3.3,1,137,Entire home/apt
55,1,100,3.42,10,0,Private room
26,1,5,0.17,1,230,Private room
250,1,101,3.44,1,364,Private room
18,2,99,3.47,1,53,Private room
35,3,27,0.93,4,72,Private room
90,1,56,1.94,4,262,Entire home/apt
59,30,72,2.47,4,325,Entire home/apt
200,1,9,0.32,11,357,Private room
100,6,6,0.21,1,173,Entire home/apt
150,1,0,0,11,168,Private room
190,3,15,1.26,6,68,Entire home/apt
34,1,0,0,1,0,Shared room
19,3,2,0.13,2,48,Private room
59,2,145,6.78,1,82,Entire home/apt
30,1,7,0.24,1,0,Private room
22,2,68,2.44,1,39,Private room
46,2,54,1.85,2,1,Entire home/apt
48,6,41,1.55,1,121,Entire home/apt
59,1,199,6.78,3,318,Entire home/apt
50,3,152,5.19,2,240,Entire home/apt
178,1,81,2.76,58,97,Entire home/apt
60,1,115,3.92,1,0,Entire home/apt
243,2,10,0.37,9,313,Entire home/apt
79,2,95,3.23,2,38,Entire home/apt
85,2,59,2.01,1,217,Entire home/apt
195,5,29,1.01,7,143,Entire home/apt
60,2,16,0.56,1,87,Private room
75,2,47,1.59,1,81,Entire home/apt
60,3,143,4.87,7,312,Entire home/apt
28,1,104,3.71,3,295,Private room
35,3,87,3.3,1,84,Private room
125,1,112,3.84,66,118,Entire home/apt
77,2,118,4.06,1,4,Entire home/apt
75,3,69,2.37,1,154,Entire home/apt
130,2,87,2.97,1,139,Entire home/apt
110,2,4,0.25,18,0,Entire home/apt
75,2,9,0.52,2,1,Entire home/apt
9,1,5,0.17,2,356,Private room
9,1,6,0.23,2,356,Private room
40,2,37,2.01,1,79,Private room
200,2,43,1.52,1,107,Entire home/apt
30,26,6,0.2,15,0,Private room
89,1,115,3.91,58,82,Entire home/apt
18,1,0,0,2,42,Private room
135,2,64,2.38,3,308,Entire home/apt
30,1,58,1.98,1,341,Private room
65,2,102,3.53,2,25,Entire home/apt
70,2,128,4.35,2,334,Entire home/apt
21,25,4,0.18,15,143,Private room
22,2,141,4.82,1,48,Private room
80,4,25,0.86,1,305,Entire home/apt
120,1,1,0.04,1,0,Entire home/apt
20,2,7,0.54,1,0,Private room
48,2,43,1.51,1,0,Entire home/apt
15,1,0,0,1,0,Private room
45,2,0,0,1,0,Entire home/apt
92,2,98,3.34,2,229,Entire home/apt
50,2,117,4.05,20,313,Entire home/apt
70,2,44,1.51,1,3,Entire home/apt
38,10,5,0.17,1,342,Private room
45,2,128,4.55,2,94,Entire home/apt
14,1,11,0.38,2,0,Shared room
27,1,0,0,2,0,Private room
99,2,87,2.97,8,152,Entire home/apt
8,10,2,0.07,1,0,Private room
150,2,72,2.48,1,57,Entire home/apt
19,1,20,0.69,3,0,Private room
19,1,5,0.17,3,0,Private room
20,1,28,0.96,3,0,Private room
94,15,17,0.58,20,249,Entire home/apt
60,3,103,3.56,1,34,Entire home/apt
75,2,9,0.32,1,361,Entire home/apt
65,2,149,5.08,1,102,Entire home/apt
75,3,4,0.19,3,17,Entire home/apt
100,1,4,0.14,1,0,Entire home/apt
105,2,1,0.04,2,357,Entire home/apt
51,1,106,3.65,3,134,Entire home/apt
99,17,7,0.29,1,114,Entire home/apt
78,2,91,3.13,4,315,Entire home/apt
70,1,2,0.07,1,0,Entire home/apt
39,1,45,1.55,1,43,Entire home/apt
176,10,0,0,18,0,Entire home/apt
100,30,1,0.09,15,295,Entire home/apt
45,3,126,4.34,3,0,Private room
30,2,9,0.34,1,74,Private room
90,2,18,1.37,1,61,Entire home/apt
79,2,9,0.32,1,69,Entire home/apt
55,2,82,2.85,33,349,Entire home/apt
55,1,190,6.72,6,342,Entire home/apt
60,2,82,2.84,1,153,Entire home/apt
60,2,46,1.59,1,33,Entire home/apt
156,4,41,1.41,1,88,Entire home/apt
35,1,178,6.12,2,252,Private room
43,1,99,3.46,2,256,Private room
35,1,50,1.74,1,0,Private room
100,1,146,5.08,66,84,Entire home/apt
98,2,174,5.99,2,201,Entire home/apt
25,2,63,2.19,1,73,Private room
120,1,55,1.92,1,141,Entire home/apt
100,5,11,0.66,1,223,Entire home/apt
67,2,129,4.44,6,117,Entire home/apt
14,1,9,0.31,2,0,Shared room
118,2,9,0.32,1,275,Entire home/apt
70,4,5,0.17,21,261,Entire home/apt
49,2,11,0.38,2,49,Entire home/apt
30,2,10,0.35,1,0,Private room
244,3,0,0,1,0,Entire home/apt
24,1,82,2.82,2,338,Private room
40,1,0,0,1,0,Private room
99,1,59,2.03,23,304,Entire home/apt
99,1,76,2.61,23,324,Entire home/apt
60,2,62,2.15,1,5,Entire home/apt
75,1,48,1.68,2,161,Entire home/apt
170,2,97,3.39,1,131,Entire home/apt
140,2,94,3.23,6,140,Entire home/apt
95,2,8,0.27,3,0,Entire home/apt
94,3,0,0,15,311,Entire home/apt
93,3,0,0,15,316,Entire home/apt
50,2,110,3.82,1,118,Entire home/apt
17,1,2,0.07,2,0,Private room
50,1,16,0.55,2,0,Private room
20,1,12,0.41,12,0,Private room
76,2,142,4.96,1,0,Entire home/apt
17,1,171,5.88,1,68,Private room
33,1,42,1.44,12,45,Private room
90,2,28,1.01,1,79,Entire home/apt
46,2,16,0.55,2,342,Private room
33,1,28,0.98,1,261,Private room
65,2,58,2.01,1,63,Entire home/apt
25,1,224,7.75,1,160,Private room
36,2,32,1.13,3,348,Private room
35,3,1,0.04,1,0,Entire home/apt
58,1,15,0.58,7,251,Entire home/apt
35,2,6,0.24,1,362,Private room
48,7,26,0.97,2,67,Entire home/apt
50,1,0,0,1,353,Private room
47,3,1,0.04,1,0,Entire home/apt
29,2,143,4.99,1,110,Private room
695,1,0,0,1,365,Entire home/apt
105,2,61,2.21,1,0,Entire home/apt
26,1,284,9.9,1,71,Private room
120,2,35,1.25,4,311,Entire home/apt
78,2,38,1.32,3,329,Entire home/apt
67,1,34,1.2,1,29,Entire home/apt
55,2,0,0,1,0,Entire home/apt
50,13,1,0.67,1,48,Entire home/apt
75,1,92,3.24,1,132,Entire home/apt
40,2,91,3.16,1,0,Entire home/apt
20,3,27,0.96,1,257,Private room
175,1,9,0.32,2,0,Entire home/apt
69,2,77,2.73,2,279,Entire home/apt
35,1,4,0.19,1,0,Private room
135,1,6,0.22,24,0,Entire home/apt
65,2,23,0.84,1,146,Entire home/apt
70,4,52,2.01,2,225,Entire home/apt
18,1,127,4.39,3,56,Private room
90,3,39,1.35,1,17,Entire home/apt
30,2,12,2.35,1,0,Private room
29,1,2,0.07,1,0,Private room
181,30,2,0.07,83,64,Entire home/apt
29,3,3,0.11,3,261,Private room
180,30,82,2.89,4,187,Entire home/apt
99,3,46,1.62,1,315,Entire home/apt
40,2,1,0.04,1,0,Private room
78,1,47,1.69,58,80,Entire home/apt
70,2,0,0,1,47,Entire home/apt
60,2,64,2.24,1,166,Entire home/apt
80,3,30,1.07,6,133,Entire home/apt
75,2,39,1.39,2,168,Entire home/apt
80,2,74,2.97,1,166,Entire home/apt
90,2,52,1.85,2,349,Entire home/apt
450,1,46,1.64,9,320,Entire home/apt
20,1,77,2.76,1,115,Private room
310,30,0,0,83,319,Entire home/apt
90,1,35,1.36,23,34,Entire home/apt
50,1,0,0,1,0,Private room
90,1,0,0,23,0,Entire home/apt
45,1,35,1.45,10,360,Private room
40,1,14,0.5,2,80,Private room
150,5,0,0,1,0,Private room
20,1,30,1.06,20,270,Private room
87,2,99,3.62,2,187,Entire home/apt
125,2,14,0.5,1,38,Entire home/apt
60,1,2,0.17,1,352,Private room
100,1,6,0.22,1,0,Entire home/apt
90,2,201,7.01,1,139,Entire home/apt
300,3,5,0.29,1,89,Entire home/apt
150,1,3,0.11,1,0,Entire home/apt
300,1,12,0.42,1,363,Entire home/apt
49,2,13,0.45,1,0,Private room
114,4,7,0.25,1,0,Entire home/apt
78,4,15,0.52,56,0,Entire home/apt
58,2,98,3.51,1,14,Entire home/apt
80,3,26,0.93,56,331,Entire home/apt
33,2,108,3.87,42,233,Entire home/apt
48,1,113,3.95,2,332,Entire home/apt
300,1,1,0.27,1,364,Private room
258,30,1,0.04,83,364,Entire home/apt
360,6,0,0,1,0,Entire home/apt
75,3,3,0.1,1,0,Private room
60,2,5,0.18,1,0,Entire home/apt
23,7,10,0.37,1,322,Private room
44,1,88,3.07,1,105,Entire home/apt
50,2,35,1.24,1,311,Private room
90,1,2,0.12,23,7,Entire home/apt
80,1,11,0.51,23,8,Entire home/apt
38,6,37,1.5,1,144,Entire home/apt
65,7,20,0.75,1,186,Entire home/apt
250,60,0,0,7,0,Entire home/apt
141,4,10,0.36,1,225,Entire home/apt
100,4,3,0.11,1,33,Entire home/apt
60,2,11,0.38,1,0,Entire home/apt
64,2,82,2.87,1,17,Entire home/apt
200,3,0,0,1,0,Entire home/apt
75,1,27,0.94,7,0,Private room
47,1,39,1.39,3,361,Private room
25,1,0,0,1,0,Private room
49,2,148,5.18,2,320,Entire home/apt
75,4,42,1.48,6,325,Entire home/apt
38,1,52,1.93,25,358,Private room
85,4,77,2.78,1,25,Entire home/apt
85,2,88,3.56,2,284,Entire home/apt
75,2,42,1.51,1,0,Entire home/apt
29,1,20,0.7,1,0,Private room
60,5,3,0.11,1,0,Entire home/apt
85,1,154,5.38,1,149,Entire home/apt
31,1,37,1.29,6,355,Private room
70,1,88,3.07,1,160,Entire home/apt
30,1,30,1.09,7,0,Private room
60,1,6,0.23,7,0,Shared room
81,1,8,0.29,7,0,Shared room
22,3,1,0.04,1,0,Private room
50,2,81,2.83,3,264,Private room
29,1,91,3.22,3,322,Private room
80,2,27,1,1,268,Entire home/apt
150,1,0,0,1,0,Private room
55,1,0,0,1,0,Private room
15,1,17,0.61,1,344,Private room
69,6,0,0,1,0,Entire home/apt
78,1,5,0.19,7,0,Private room
48,1,11,0.38,3,361,Private room
86,1,3,0.11,110,0,Entire home/apt
80,1,134,4.74,56,179,Entire home/apt
90,1,101,3.54,5,315,Entire home/apt
25,1,26,0.91,6,261,Private room
62,2,197,6.94,1,104,Entire home/apt
95,3,27,0.95,56,317,Entire home/apt
56,1,200,7.04,6,305,Entire home/apt
55,1,205,7.24,6,323,Entire home/apt
54,1,210,7.4,6,305,Entire home/apt
30,7,8,0.29,1,0,Private room
300,1,44,1.58,9,335,Entire home/apt
65,2,86,3.03,5,17,Entire home/apt
30,3,14,0.53,4,68,Private room
25,1,1,0.04,4,0,Private room
200,3,1,0.04,1,0,Entire home/apt
35,1,112,4.35,1,190,Entire home/apt
65,1,6,0.36,10,0,Private room
80,2,114,4.05,1,310,Entire home/apt
40,1,159,5.85,1,27,Entire home/apt
60,1,2,0.07,1,0,Entire home/apt
450,1,28,1.1,17,320,Entire home/apt
69,5,18,0.63,1,0,Entire home/apt
96,1,22,0.77,1,0,Entire home/apt
140,4,14,0.51,1,0,Entire home/apt
24,3,36,1.28,1,71,Private room
55,15,4,0.15,2,43,Entire home/apt
20,3,18,0.63,1,0,Private room
75,10,0,0,4,363,Entire home/apt
44,1,3,0.11,2,0,Private room
50,1,16,0.51,231,316,Entire home/apt
75,3,118,4.16,2,319,Entire home/apt
88,1,12,0.29,231,267,Entire home/apt
75,1,21,1.14,231,316,Entire home/apt
90,1,11,0.28,231,338,Entire home/apt
60,1,2,0.07,231,260,Entire home/apt
55,1,22,0.44,231,321,Entire home/apt
65,1,27,0.69,231,265,Entire home/apt
140,1,44,1.67,231,324,Entire home/apt
50,1,10,0.22,231,340,Entire home/apt
85,1,19,0.49,231,310,Entire home/apt
70,1,7,0.14,231,239,Entire home/apt
50,1,3,0.06,231,316,Entire home/apt
48,1,5,0.14,231,330,Entire home/apt
125,1,16,0.45,231,322,Entire home/apt
65,1,4,0.24,231,314,Entire home/apt
65,1,23,0.63,231,317,Entire home/apt
98,1,1,0.09,231,347,Entire home/apt
107,1,4,0.14,231,359,Entire home/apt
70,1,7,0.13,231,321,Entire home/apt
65,1,1,0.08,231,49,Entire home/apt
70,1,3,0.18,231,35,Entire home/apt
90,1,9,0.35,231,260,Entire home/apt
90,1,20,0.37,231,327,Entire home/apt
85,1,11,0.33,231,327,Entire home/apt
85,1,7,0.17,231,337,Entire home/apt
85,1,9,0.19,231,339,Entire home/apt
115,1,8,0.24,231,308,Entire home/apt
115,1,8,0.22,231,337,Entire home/apt
115,1,16,0.34,231,324,Entire home/apt
100,1,14,0.92,231,329,Entire home/apt
100,1,17,0.85,231,309,Entire home/apt
115,1,22,0.52,231,337,Entire home/apt
115,1,11,0.28,231,323,Entire home/apt
100,1,14,0.35,231,322,Entire home/apt
55,1,3,0.12,231,284,Entire home/apt
150,1,1,0.16,231,355,Entire home/apt
95,1,22,0.52,231,300,Entire home/apt
95,1,3,0.31,231,330,Entire home/apt
95,1,5,0.2,231,334,Entire home/apt
92,1,17,0.69,231,265,Entire home/apt
88,1,4,0.08,231,338,Entire home/apt
88,1,6,0.26,231,338,Entire home/apt
95,1,35,0.77,231,334,Entire home/apt
95,1,23,0.48,231,334,Entire home/apt
92,1,19,1.29,231,264,Entire home/apt
95,1,15,0.31,231,325,Entire home/apt
57,1,7,0.2,231,325,Entire home/apt
